id,text,question,answers
isaacus--legalqaeval/yang--hotpotqa/hotpot_dev_distractor_v1/503/5ab58f9a554299488d4d99da,"Elizabeth Hay, Countess of Erroll (17 January 1801 – 16 January 1856; born Elizabeth FitzClarence) was an illegitimate daughter of King William IV of the United Kingdom and Dorothea Jordan. She married William Hay, 18th Earl of Erroll, and became Countess of Erroll on 4 December 1820 at age 19. Due to Hay's parentage, William Hay became Lord Steward of the Household. Elizabeth and William Hay married at St George's, Hanover Square. Hay is pictured in a FitzClarence family portrait in House of Dun and kept a stone thrown at her father William IV and the gloves he wore on opening his first Parliament as mementos. She died in Edinburgh, Scotland.

Dorothea Jordan (22 November 17615 July 1816) was an Anglo-Irish actress, courtesan, and the mistress and companion of the future King William IV of the United Kingdom, for 20 years while he was Duke of Clarence. Together they had ten illegitimate children, all of whom took the surname ""FitzClarence"".

John Crichton-Stuart, 5th Marquess of Bute (4 August 1907 – 14 August 1956) was the son of John Crichton-Stuart, 4th Marquess of Bute and Augusta Bellingham. On his father's side, the 5th Marquess was a direct male-line descendant of Robert II of Scotland through John Stewart, his illegitimate son by Moira Leitch. On his mother's side, the 5th Marquess was a descendant of William IV of the United Kingdom through Elizabeth Hay, Countess of Erroll, one of his illegitimate daughters by his mistress, Dorothea Jordan. As such, the 5th Marquess was the first member of the Bute family to be descended from William IV.","What is the birthday of this Anglo-Irish actress, courtean, and mistress, who was the mother to the illegitimate daughter of King William IV?","[{'text': '22 November', 'start': 670, 'end': 681}]"
isaacus--legalqaeval/yang--hotpotqa/hotpot_dev_distractor_v1/3268/5adf4da15542995534e8c780,"Philip A. Cortez (born July 7, 1978) is a Democratic member of the Texas House of Representatives. He previously served as a State Representative for House District 117 during the 83rd Legislative Session. From 2007 to 2012, he was a member of the nominally nonpartisan San Antonio City Council, on which he was a firm ally of then Mayor Julian Castro.

Julián Castro ( , ] ; born September 16, 1974) is an American Democratic politician who served as the 16th United States Secretary of Housing and Urban Development under President Barack Obama from 2014 to 2017.

The Cuban Democracy Act was a bill presented by U.S. Congressman Robert Torricelli and passed in 1992 which prohibited foreign-based subsidiaries of U.S. companies from trading with Cuba, travel to Cuba by U.S. citizens, and family remittances to Cuba. The act was passed as ""A bill to promote a peaceful transition to democracy in Cuba through the application of sanctions directed at the Castro government and support for the Cuban people."" The act stated that ""[t]he government of Fidel Castro has demonstrated consistent disregard for internationally accepted standards of human rights and for democratic values"" adding ""[t]here is no sign that the Castro regime is prepared to make any significant concessions to democracy or to undertake any form of democratic opening."" Congressman Torricelli stated that the act was intended to ""wreak havoc on that island.""",Are Philip Cortez and Julian Castro democratic or republican?,"[{'text': 'Democratic', 'start': 416, 'end': 426}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/5689/5728ebcb3acd2414000e01db,"An important decision for civil disobedients is whether or not to plead guilty. There is much debate on this point, as some believe that it is a civil disobedient's duty to submit to the punishment prescribed by law, while others believe that defending oneself in court will increase the possibility of changing the unjust law. It has also been argued that either choice is compatible with the spirit of civil disobedience. ACT-UP's Civil Disobedience Training handbook states that a civil disobedient who pleads guilty is essentially stating, ""Yes, I committed the act of which you accuse me. I don't deny it; in fact, I am proud of it. I feel I did the right thing by violating this particular law; I am guilty as charged,"" but that pleading not guilty sends a message of, ""Guilt implies wrong-doing. I feel I have done no wrong. I may have violated some specific laws, but I am guilty of doing no wrong. I therefore plead not guilty."" A plea of no contest is sometimes regarded as a compromise between the two. One defendant accused of illegally protesting nuclear power, when asked to enter his plea, stated, ""I plead for the beauty that surrounds us""; this is known as a ""creative plea,"" and will usually be interpreted as a plea of not guilty.",Why would one plead guilty to a crime involving civil disobedience?,"[{'text': 'proud of it', 'start': 625, 'end': 636}, {'text': 'I feel I did the right thing by violating this particular law', 'start': 638, 'end': 699}, {'text': 'have violated some specific laws, but I am guilty of doing no w', 'start': 838, 'end': 901}]"
isaacus--legalqaeval/yang--hotpotqa/hotpot_dev_distractor_v1/4064/5a84be095542992a431d1a97,"Diamond v. Chakrabarty, 447 U.S. 303 (1980), was a United States Supreme Court case dealing with whether genetically modified organisms can be patented.

Barnes v. Glen Theatre, Inc., 501 U.S. 560 (1991) , is a landmark decision of the Supreme Court of the United States concerning the First Amendment and the ability of the government to outlaw certain forms of expressive conduct. It ruled that the state has the constitutional authority to ban public nudity, even as part of expressive conduct such as dancing, because it furthers a substantial government interest in protecting the morality and order of society. This case is perhaps best summarized by a sentence in Justice Souter's concurring opinion, which is often paraphrased as ""Nudity itself is not inherently expressive conduct.""

Ananda Mohan Chakrabarty (Bengali: আনন্দমোহন চক্রবর্তী ""Ānandamōhan Cakrabartī""), Ph.D. is an Bengali American microbiologist, scientist, and researcher, most notable for his work in directed evolution and his role in developing a genetically engineered organism using plasmid transfer while working at GE, the patent for which led to landmark Supreme Court case, ""Diamond v. Chakrabarty"".","Which case came first,  Barnes v. Glen Theatre, Inc. or Diamond v. Chakrabarty?","[{'text': 'Diamond v. Chakrabarty', 'start': 0, 'end': 22}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/19254/1003372/7,"Territorial Jurisdiction Territorial Jurisdiction refers to the authority a court has over cases within its specific geographical territory. If the court lacks territorial jurisdiction, it does not have the authority to make a ruling, or to hand down a sentence.",define territorial jurisdiction,"[{'text': 'Territorial Jurisdiction refers to the authority a court has over cases within its specific geographical territory.', 'start': 25, 'end': 140}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/88657/878660/7,"Eleven years before Rosa Parks, Irene Morgan was arrested in Virginia for refusing to give her bus seat to a white passenger. She was convicted on October 18, 1944 at the Middlesex County Circuit Court, but appealed to the Virginia Supreme Court where her conviction was upheld.",what month did rosa parks and irene morgan go to court,"[{'text': 'October 18, 1944', 'start': 147, 'end': 163}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/3051/57264e455951b619008f6f69,"Commissioners have various privileges, such as being exempt from member state taxes (but not EU taxes), and having immunity from prosecution for doing official acts. Commissioners have sometimes been found to have abused their offices, particularly since the Santer Commission was censured by Parliament in 1999, and it eventually resigned due to corruption allegations. This resulted in one main case, Commission v Edith Cresson where the European Court of Justice held that a Commissioner giving her dentist a job, for which he was clearly unqualified, did in fact not break any law. By contrast to the ECJ's relaxed approach, a Committee of Independent Experts found that a culture had developed where few Commissioners had 'even the slightest sense of responsibility'. This led to the creation of the European Anti-fraud Office. In 2012 it investigated the Maltese Commissioner for Health, John Dalli, who quickly resigned after allegations that he received a €60m bribe in connection with a Tobacco Products Directive. Beyond the Commission, the European Central Bank has relative executive autonomy in its conduct of monetary policy for the purpose of managing the euro. It has a six-person board appointed by the European Council, on the Council's recommendation. The President of the Council and a Commissioner can sit in on ECB meetings, but do not have voting rights.",Can the President of the Council vote on important matters related to the European Central Bank?,"[{'text': 'do not have voting rights', 'start': 1351, 'end': 1376}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/35994/235809/4,The English Common Law was important in the development of the American System of Criminal Justice System. Th English Common Law was chosen by the judges and courts. The Engli … sh Common Law provides presidential weight on the common law and requires that all acts committed be treated the same and not different on different occasions.,how important is the common law,"[{'text': 'The English Common Law was important in the development of the American System of Criminal Justice System.', 'start': 0, 'end': 106}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/57179/677617/2,"A class C felony is a felony which falls into the categorization of class C in the classification system used in some regions of the world.Because every area classifies felonies differently, it is impossible to generate a list of crimes which can be universally considered class C felonies. class C felony in one area may be a class B felony in another, or a class D, depending on how the classification system is structured.",what is a class c felony,"[{'text': 'A class C felony is a felony which falls into the categorization of class C in the classification system used in some regions of the world.', 'start': 0, 'end': 139}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/70286/1029744/5,"Aisha Tyler's estranged husband Jeff Tietgens cites 'irreconcilable differences' as he files for divorce after 23 years of marriage. Aisha Tyler and estranged husband Jeff Tietjens are headed for a divorce after more than 23 years of marriage. The 45-year-old actress and talk show host separated in January 2015 and he filed for divorce earlier this month in Los Angeles Superior Court, according to an article on Thursday by TMZ.",who is aisha tyler ex husband,"[{'text': 'Jeff Tietjens', 'start': 167, 'end': 180}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/5726/5728f50baf94a219006a9e55,"Some civil disobedience defendants choose to make a defiant speech, or a speech explaining their actions, in allocution. In U.S. v. Burgos-Andujar, a defendant who was involved in a movement to stop military exercises by trespassing on U.S. Navy property argued to the court in allocution that ""the ones who are violating the greater law are the members of the Navy"". As a result, the judge increased her sentence from 40 to 60 days. This action was upheld because, according to the U.S. Court of Appeals for the First Circuit, her statement suggested a lack of remorse, an attempt to avoid responsibility for her actions, and even a likelihood of repeating her illegal actions. Some of the other allocution speeches given by the protesters complained about mistreatment from government officials.",What way do some people perform civil disobedience in a constructive way?,"[{'text': 'defiant speech', 'start': 52, 'end': 66}, {'text': 'allocution', 'start': 109, 'end': 119}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/77162/827926/6,"legal age. Definition. The age at which an individual is legally permitted to enter into contracts without adult consent. 18 years for most states. also called age of majority. Use legal age in a sentence. "" You should always make sure that you do not ever sell any alcohol to anyone that is not yet of legal age.",what is the legal age of legal age?,"[{'text': '18 years', 'start': 122, 'end': 130}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/45198/438834/9,"Definition of Domestic Violence. Domestic violence refers to violent acts committed by a family or household member against another, such as child abuse or the mistreatment of one's spouse. Domestic violence can refer to physical harm inflicted on a member of a household or family, by another member of the same household or family. The catch-all term domestic violence can generally apply to any partners -- married or unmarried, straight or gay, living together or simply dating.",legal definition of domestic violence,"[{'text': ""Domestic violence refers to violent acts committed by a family or household member against another, such as child abuse or the mistreatment of one's spouse."", 'start': 33, 'end': 189}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/14033/1037424/9,"Criminal Law, as distinguished from civil law, is a system of laws concerned with punishment of individuals who commit crimes. Thus, where in a civil case two individuals dispute their rights, a criminal prosecution involves the people as a whole deciding whether to punish an individual for his conduct or lack of conduct (i.e. omission).",criminal define,"[{'text': 'Criminal Law, as distinguished from civil law, is a system of laws concerned with punishment of individuals who commit crimes.', 'start': 0, 'end': 126}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/70188/1005191/2,"Section 1 of the 13 th Amendment says: Neither slavery nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.",which amendment to the constitution ended slavery in the united states,"[{'text': 'Neither slavery nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.', 'start': 39, 'end': 246}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/3295/5726ba2c708984140094cf5b,"In contrast to product requirements or other laws that hinder market access, the Court of Justice developed a presumption that ""selling arrangements"" would be presumed to not fall into TFEU article 34, if they applied equally to all sellers, and affected them in the same manner in fact. In Keck and Mithouard two importers claimed that their prosecution under a French competition law, which prevented them selling Picon beer under wholesale price, was unlawful. The aim of the law was to prevent cut throat competition, not to hinder trade. The Court of Justice held, as ""in law and in fact"" it was an equally applicable ""selling arrangement"" (not something that alters a product's content) it was outside the scope of article 34, and so did not need to be justified. Selling arrangements can be held to have an unequal effect ""in fact"" particularly where traders from another member state are seeking to break into the market, but there are restrictions on advertising and marketing. In Konsumentombudsmannen v De Agostini the Court of Justice reviewed Swedish bans on advertising to children under age 12, and misleading commercials for skin care products. While the bans have remained (justifiable under article 36 or as a mandatory requirement) the Court emphasised that complete marketing bans could be disproportionate if advertising were ""the only effective form of promotion enabling [a trader] to penetrate"" the market. In Konsumentombudsmannen v Gourmet AB the Court suggested that a total ban for advertising alcohol on the radio, TV and in magazines could fall within article 34 where advertising was the only way for sellers to overcome consumers' ""traditional social practices and to local habits and customs"" to buy their products, but again the national courts would decide whether it was justified under article 36 to protect public health. Under the Unfair Commercial Practices Directive, the EU harmonised restrictions on restrictions on marketing and advertising, to forbid conduct that distorts average consumer behaviour, is misleading or aggressive, and sets out a list of examples that count as unfair. Increasingly, states have to give mutual recognition to each other's standards of regulation, while the EU has attempted to harmonise minimum ideals of best practice. The attempt to raise standards is hoped to avoid a regulatory ""race to the bottom"", while allowing consumers access to goods from around the continent.",In which case did the Court of Justice review Swedish bans on advertising to young children under 12?,"[{'text': 'Konsumentombudsmannen v De Agostini', 'start': 990, 'end': 1025}]"
isaacus--legalqaeval/yang--hotpotqa/hotpot_dev_distractor_v1/2376/5adf72335542992d7e9f935f,"Mehdi Hashemi (1946 – 28 September 1987) was an Iranian Shi'a cleric who was defrocked by the Special Clerical Court. After the 1979 Iranian Revolution, he became a senior official in the Islamic Revolutionary Guards; he was executed by the Islamic Republic in its first decade. Officially he was guilty of sedition, murder, and related charges, but others suspect his true crime was opposition to the regime's secret dealings with the United States (see Iran–Contra affair).

The Media of Iran are privately and publicly owned but is subject to censorship. As of 2016, Iran had 178 newspapers, 83 magazines, 15,000 information sites and 2 million blogs. A special court has authority to monitor the print media and may suspend publication or revoke the licenses of papers or journals that a jury finds guilty of publishing anti-religious material, slander, or information detrimental to the national interest. The Iranian media is prohibited from criticizing the Islamic doctrines (as interpreted by the Iranian regime), former leader Ruhollah Khomeini, and current longtime leader Ali Khamenei.

The Iran–Contra affair (Persian: ماجراي ایران-کنترا‎ ‎ , Spanish: ""caso Irán-Contra"" ), also referred to as Irangate, Contragate or the Iran–Contra scandal, was a political scandal in the United States that occurred during the second term of the Reagan Administration. Senior administration officials secretly facilitated the sale of arms to Iran, which was the subject of an arms embargo. They hoped, thereby, to fund the Contras in Nicaragua while at the same time negotiating the release of several U.S. hostages. Under the Boland Amendment, further funding of the Contras by the government had been prohibited by Congress.",Mehdi Hashemi was thought to be guilty of opposition to the Iranian regime's dealings during what President's administration?,"[{'text': 'Reagan', 'start': 1344, 'end': 1350}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/88766/1040027/4,"Executive producer Neal Baer left Law & Order: SVU as show-runner at the end of season twelve, after eleven years (seasons 2–12) on the show, in order to sign a three-year deal with CBS Studios. Baer was replaced by former Law & Order: Criminal Intent executive producer/showrunner Warren Leight.",who is the executive producer for law and order svu,"[{'text': 'Warren Leight', 'start': 282, 'end': 295}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/5582/57281c594b864d19001644a4,"There have been debates as to whether civil disobedience must necessarily be non-violent. Black's Law Dictionary includes non-violence in its definition of civil disobedience. Christian Bay's encyclopedia article states that civil disobedience requires ""carefully chosen and legitimate means,"" but holds that they do not have to be non-violent. It has been argued that, while both civil disobedience and civil rebellion are justified by appeal to constitutional defects, rebellion is much more destructive; therefore, the defects justifying rebellion must be much more serious than those justifying disobedience, and if one cannot justify civil rebellion, then one cannot justify a civil disobedients' use of force and violence and refusal to submit to arrest. Civil disobedients' refraining from violence is also said to help preserve society's tolerance of civil disobedience.",What other terminology is considered much more destructive?,"[{'text': 'civil rebellion are justified by appeal to constitutional defects, rebellion is much more', 'start': 404, 'end': 493}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/93553/1027652/0,"How to File Probate in Florida. Four Methods: Transferring Assets without Probate Transferring Assets through Summary Administration Transferring Assets through Regular Probate Transferring Assets without a Will Community Q&A. Probate is the legal process of transferring title of property from a decedent to his or her heirs. When probate is involved, an heir or family member must file the appropriate probate pleadings with the proper court. In Florida, you can transfer assets in fours ways depending on the size of the estate and whether or not a will exists.",who files probate,"[{'text': 'When probate is involved, an heir or family member must file the appropriate probate pleadings with the proper court.', 'start': 327, 'end': 444}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/5759/5728fc9e1d04691400778f14,"Courts have distinguished between two types of civil disobedience: ""Indirect civil disobedience involves violating a law which is not, itself, the object of protest, whereas direct civil disobedience involves protesting the existence of a particular law by breaking that law."" During the Vietnam War, courts typically refused to excuse the perpetrators of illegal protests from punishment on the basis of their challenging the legality of the Vietnam War; the courts ruled it was a political question. The necessity defense has sometimes been used as a shadow defense by civil disobedients to deny guilt without denouncing their politically motivated acts, and to present their political beliefs in the courtroom. However, court cases such as U.S. v. Schoon have greatly curtailed the availability of the political necessity defense. Likewise, when Carter Wentworth was charged for his role in the Clamshell Alliance's 1977 illegal occupation of the Seabrook Station Nuclear Power Plant, the judge instructed the jury to disregard his competing harms defense, and he was found guilty. Fully Informed Jury Association activists have sometimes handed out educational leaflets inside courthouses despite admonitions not to; according to FIJA, many of them have escaped prosecution because ""prosecutors have reasoned (correctly) that if they arrest fully informed jury leafleters, the leaflets will have to be given to the leafleter's own jury as evidence.""",What type of defense is sometimes used in court by protestors?,"[{'text': 'necessity defense', 'start': 506, 'end': 523}, {'text': 'competing harms defense', 'start': 1035, 'end': 1058}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/90817/1091425/2,"Patel 6 The positive effects of police discretion portrays how scarce resources can be solved if officers are given the proper training that in the end will put less burden on the court systems. Juxtaposing, the negative effects of discretion include some opportunities for corruption, abuse of power, hate crime, and causes selective enforcement.",positive effects of discretion,"[{'text': 'The positive effects of police discretion portrays how scarce resources can be solved if officers are given the proper training that in the end will put less burden on the court systems.', 'start': 8, 'end': 194}]"
isaacus--legalqaeval/google--natural-questions/nq.test/3610/8981165334578345072,"brothers claimed that the murders stemmed from years of sexual and psychological abuse that they had suffered at the hands of their parents. They were first tried by two different juries (one for each brother). Both juries deadlocked which led to a mistrial. For the second trial, Erik and Lyle were judged by the same jury, who rejected the defense's claim. The brothers were sentenced to life imprisonment without the possibility of parole.",how long did the menendez brothers get in prison for killing their parents,"[{'text': 'life imprisonment without the possibility of parole', 'start': 390, 'end': 441}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/3056/5726926a5951b619008f770d,"Commissioners have various privileges, such as being exempt from member state taxes (but not EU taxes), and having immunity from prosecution for doing official acts. Commissioners have sometimes been found to have abused their offices, particularly since the Santer Commission was censured by Parliament in 1999, and it eventually resigned due to corruption allegations. This resulted in one main case, Commission v Edith Cresson where the European Court of Justice held that a Commissioner giving her dentist a job, for which he was clearly unqualified, did in fact not break any law. By contrast to the ECJ's relaxed approach, a Committee of Independent Experts found that a culture had developed where few Commissioners had 'even the slightest sense of responsibility'. This led to the creation of the European Anti-fraud Office. In 2012 it investigated the Maltese Commissioner for Health, John Dalli, who quickly resigned after allegations that he received a €60m bribe in connection with a Tobacco Products Directive. Beyond the Commission, the European Central Bank has relative executive autonomy in its conduct of monetary policy for the purpose of managing the euro. It has a six-person board appointed by the European Council, on the Council's recommendation. The President of the Council and a Commissioner can sit in on ECB meetings, but do not have voting rights.",When did the European Anti-Fraud Office investigate John Dalli?,"[{'text': '2012', 'start': 836, 'end': 840}]"
isaacus--legalqaeval/yang--hotpotqa/hotpot_dev_distractor_v1/2375/5a80cf4c55429938b61421f6,"Eric S. Pistorius (born 1956), is a Circuit court Judge of the Seventh Circuit of Illinois, residing from Jerseyville, Illinois. He used to be an attorney at law for his law firm and specialized in the areas of: personal injury, litigation, criminal defense, and collections.

Loretta Elizabeth Lynch (born May 21, 1959) is an American attorney who served as the 83rd Attorney General of the United States, appointed by President Barack Obama in 2015 to succeed Eric Holder. Previously, she held the position for United States Attorney for the Eastern District of New York under both the Clinton (1999–2001) and Obama administrations (2010–15). As U.S. Attorney, Lynch oversaw federal prosecutions in Brooklyn, Queens, Staten Island and Long Island.

Circuit court is the name of court systems in several common law jurisdictions. The core concept of circuit courts requires judges to travel to different locales in order to ensure wide visibility and understanding of cases in a region. More generally, some modern circuit courts may also refer to a court which merely holds trials for cases of multiple locations in some rotation.",What was the concept of the business Eric S .Pistorius worked for after being an attorney?,"[{'text': 'to ensure wide visibility and understanding of cases in a region', 'start': 922, 'end': 986}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/88105/1062262/4,Happily married: Anna Faris said tabloid claims husband Chris Pratt is being unfaithful have proved 'weirdly stinging'. Faris was without her husband of six years as she walked the red carpet at Monday night's TCA Stars Party for CBS in Hollywood.,why did chris pratt and wife divorce,"[{'text': ""Anna Faris said tabloid claims husband Chris Pratt is being unfaithful have proved 'weirdly stinging'."", 'start': 17, 'end': 119}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/32326/195032/5,"Updated: Thu 5:18 PM, Feb 04, 2016. WHITE PINE, Tenn. (WVLT) -- The 11-year-old White Pine boy charged with shooting and killing an 8-year-old girl has been found guilty. Benny Tiller's grandmother told Local 8 News he was found guilty of first degree murder in the death of his neighbor, McKayla Dyer October 4, 2015.",girl found guilty boy,"[{'text': 'The 11-year-old White Pine boy charged with shooting and killing an 8-year-old girl has been found guilty.', 'start': 64, 'end': 170}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/5580/57281c594b864d19001644a2,"There have been debates as to whether civil disobedience must necessarily be non-violent. Black's Law Dictionary includes non-violence in its definition of civil disobedience. Christian Bay's encyclopedia article states that civil disobedience requires ""carefully chosen and legitimate means,"" but holds that they do not have to be non-violent. It has been argued that, while both civil disobedience and civil rebellion are justified by appeal to constitutional defects, rebellion is much more destructive; therefore, the defects justifying rebellion must be much more serious than those justifying disobedience, and if one cannot justify civil rebellion, then one cannot justify a civil disobedients' use of force and violence and refusal to submit to arrest. Civil disobedients' refraining from violence is also said to help preserve society's tolerance of civil disobedience.",Cristian Bay's encyclopedia concludes that civil disobedience does not only include what behavior?,"[{'text': 'non-violent', 'start': 77, 'end': 88}, {'text': 'non-violence', 'start': 122, 'end': 134}, {'text': 'non-violent', 'start': 332, 'end': 343}]"
isaacus--legalqaeval/yang--hotpotqa/hotpot_dev_distractor_v1/3463/5ae201465542997f29b3c1f7,"Rogers v. Okin was a landmark case in which the United States Court of Appeals for the First Circuit considered whether a mental patient, committed to a state psychiatric facility and assumed to be competent, has the right to make treatment decisions in non-emergency conditions.

State v. Whitmarsh was a South Dakota Supreme Court case decided on November 18, 1910, which asked whether or not fellatio, or oral sex, should be classified as sodomy. The contemporary federal common law definition of sodomy did not include fellatio. The court ruled that fellatio was an ""abominable and disgusting"" crime against nature and outlawed it between any two persons, regardless of marital status, sexual orientation or age. The case set a precedent for other states' laws and remained in effect in South Dakota for the next 66 years, until all sodomy laws, including the ""crime against nature"" statute, were abolished by the South Dakota Legislature in 1976.

South Dakota v. Dole, 483 U.S. 203 (1987), was a case in which the United States Supreme Court considered the limitations the Constitution places on the authority of the United States Congress when it uses its authority to influence the individual states in areas of authority normally reserved to the states. It upheld the constitutionality of a federal statute that withheld federal funds from states whose legal drinking age did not conform to federal policy.","Which of the case was held in a higher ranking court, South Dakota v. Dole or Rogers v. Okin?","[{'text': 'South Dakota v. Dole', 'start': 953, 'end': 973}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/5581/57281c594b864d19001644a3,"There have been debates as to whether civil disobedience must necessarily be non-violent. Black's Law Dictionary includes non-violence in its definition of civil disobedience. Christian Bay's encyclopedia article states that civil disobedience requires ""carefully chosen and legitimate means,"" but holds that they do not have to be non-violent. It has been argued that, while both civil disobedience and civil rebellion are justified by appeal to constitutional defects, rebellion is much more destructive; therefore, the defects justifying rebellion must be much more serious than those justifying disobedience, and if one cannot justify civil rebellion, then one cannot justify a civil disobedients' use of force and violence and refusal to submit to arrest. Civil disobedients' refraining from violence is also said to help preserve society's tolerance of civil disobedience.",What dictionary contains a non- violent definition?,"[{'text': ""Black's Law Dictionary"", 'start': 90, 'end': 112}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/9498/1068276/1,Rebuttal Witness is a witness who is called to rebut testimony already presented. For example in a murder case the defence might call a character witness to provide evidence that the accused was a USLegal Home,what is a rebuttal expert witness,"[{'text': 'Rebuttal Witness is a witness who is called to rebut testimony already presented.', 'start': 0, 'end': 81}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/25930/135516/3,"Wiktionary (0.00 / 0 votes) Rate this definition: infraction (Noun). A minor offence, petty crime. infraction (Noun). a violation; breach. infraction (Noun). A major violation of rules which leads to a penalty, if detected by the referee. Origin: From infractio, from infractum, past participle of infringere, from + .",definition of infraction,"[{'text': 'A major violation of rules which leads to a penalty, if detected by the referee.', 'start': 158, 'end': 238}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/5758/5728fc9e1d04691400778f13,"Courts have distinguished between two types of civil disobedience: ""Indirect civil disobedience involves violating a law which is not, itself, the object of protest, whereas direct civil disobedience involves protesting the existence of a particular law by breaking that law."" During the Vietnam War, courts typically refused to excuse the perpetrators of illegal protests from punishment on the basis of their challenging the legality of the Vietnam War; the courts ruled it was a political question. The necessity defense has sometimes been used as a shadow defense by civil disobedients to deny guilt without denouncing their politically motivated acts, and to present their political beliefs in the courtroom. However, court cases such as U.S. v. Schoon have greatly curtailed the availability of the political necessity defense. Likewise, when Carter Wentworth was charged for his role in the Clamshell Alliance's 1977 illegal occupation of the Seabrook Station Nuclear Power Plant, the judge instructed the jury to disregard his competing harms defense, and he was found guilty. Fully Informed Jury Association activists have sometimes handed out educational leaflets inside courthouses despite admonitions not to; according to FIJA, many of them have escaped prosecution because ""prosecutors have reasoned (correctly) that if they arrest fully informed jury leafleters, the leaflets will have to be given to the leafleter's own jury as evidence.""",What US war caused a high amount of civil disobedience?,"[{'text': 'Vietnam War', 'start': 288, 'end': 299}, {'text': 'Vietnam War', 'start': 443, 'end': 454}]"
isaacus--legalqaeval/stanford--squad-v2/validation/00000/5700/5728ec6a4b864d19001650ad,"When the Committee for Non-Violent Action sponsored a protest in August 1957, at the Camp Mercury nuclear test site near Las Vegas, Nevada, 13 of the protesters attempted to enter the test site knowing that they faced arrest. At a pre-arranged announced time, one at a time they stepped across the ""line"" and were immediately arrested. They were put on a bus and taken to the Nye County seat of Tonopah, Nevada, and arraigned for trial before the local Justice of the Peace, that afternoon. A well known civil rights attorney, Francis Heisler, had volunteered to defend the arrested persons, advising them to plead ""nolo contendere"", as an alternative to pleading either guilty or not-guilty. The arrested persons were found ""guilty,"" nevertheless, and given suspended sentences, conditional on their not reentering the test site grounds.[citation needed]",How did their lawyer suggest they would plea?,"[{'text': 'nolo contendere', 'start': 616, 'end': 631}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/2476/1088846/0,The definition of a warrant is a document that gives authority for something. An example of warrant is a document stating that a particular person needs to be arrested if found. verb,warrant definitions,"[{'text': 'The definition of a warrant is a document that gives authority for something.', 'start': 0, 'end': 77}]"
isaacus--legalqaeval/microsoft--ms-marco/validation/00000/60051/1094887/2,"The predicate is the part of a sentence (or clause) which tells us what the subject does or is. To put it another way, the predicate is everything that is not the subject. At the heart of the predicate is a verb. In addition to the verb, a predicate can contain direct objects, indirect objects, and various kinds of phrases. A sentence has two parts: the subject and the predicate. The subject is what the sentence is about, and the predicate is a comment about the subject. Quick Video Here is a video summarizing this lesson on the term predicate:",how to know what a predicate is,"[{'text': 'The predicate is the part of a sentence (or clause) which tells us what the subject does or is.', 'start': 0, 'end': 95}]"
